Region,District,Class,Latitude,Longitude,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiteracy_Rate_pct,Uninsured_Rate_pct,Unemployment_Rate_pct,Youth_Dependency_Ratio,Total_Pop,Condom_Use_Women_pct,Condom_Use_Men_pct,HighRisk_Sex_Women_pct,HighRisk_Sex_Men_pct,HIV_Awareness_Women_pct,HIV_Awareness_Men_pct,PMTCT_Knowledge_Women_pct,PMTCT_Knowledge_Men_pct,VCT_Women_pct,VCT_Men_pct,VCT_12mo_Women_pct,Refuse_Sex_Women_pct,Ask_Condom_STI_Women_pct,No_Insurance_Women_pct,No_Insurance_Men_pct,Literacy_Women_pct,Secondary_Edu_Women_pct,Edu_Secondary_Women_pct,No_Education_Women_pct,Wife_Beating_Accept_pct,Adolescent_Fertility_Rate,Modern_Contraception_pct,Unmet_FP_Need_pct,HIV_Prev_Women_pct,HIV_Prev_Men_pct,HIV_Prev_Total_pct,LISA_Local_Morans_I,LISA_P_Value,LISA_Significant_Flag,LISA_Cluster_Type,Spatial_Unit_Note,Data_Source_HIV_Prevalence,Data_Source_Behavioural,Data_Source_Socioeconomic,Data_Source_Insurance,Data_Source_Education,Data_Source_Spatial_Boundaries
Upper East,Talensi,District,10.6451057499999,-0.62587443176215,56.2,48.9,40.69,18.85,72.23,65.16,87021,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6,2.602028453310531,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper East,Tempane,District,10.9030714,-0.0914351270233069,50.7,48.1,54.79,18.29,68.74,80.32,86993,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6,2.44170123997755,0.009,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper West,Daffiama Bussie Issa,District,10.36748405,-2.26222672458466,38.7,44.4,55.65,26.29,57.63,70.44,38754,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4,3.2472108574654683,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper West,Jirapa Municipal,Municipal,10.5366328,-2.7008646,50.1,47.4,49.11,12.44,73.6,64.95,91279,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4,3.2472108574654692,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper West,Lambussie Karni,District,10.846747,-2.708741,44.2,46.0,50.17,11.42,64.88,73.97,51118,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4,3.2472108574654692,0.002,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper West,Lawra Municipal,Municipal,10.61348995,-2.86412434170417,39.5,45.8,46.11,6.05,66.16,62.28,58433,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4,3.247210857465469,0.009,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper West,Nadowli Kaleo,District,10.2868347,-2.6394776056347,40.6,47.2,44.26,12.82,66.03,65.35,77057,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4,3.2472108574654692,0.003,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper West,Nandom,Municipal,10.8520701,-2.760077,31.8,44.8,43.85,5.23,64.15,59.99,51328,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4,3.2472108574654692,0.019,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper West,Sissala East Municipal,Municipal,10.59705475,-1.85050542952138,28.8,44.3,45.86,16.53,52.0,67.79,80619,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4,3.2040695788277067,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper West,Sissala West,District,10.7467085,-2.29346951572635,32.3,46.1,49.84,12.48,59.7,76.74,63828,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4,3.2472108574654692,0.002,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper West,Wa East,District,10.06069,-2.50192,48.7,45.3,58.2,31.36,55.34,75.17,91457,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4,3.3396564545463896,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper West,Wa Municipal,Municipal,10.0623261,-2.5054273,16.5,43.4,27.15,10.89,57.15,57.29,200672,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4,3.2472108574654692,0.002,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Upper West,Wa West,District,9.8985772,-2.6832633,61.9,48.7,56.7,30.87,67.36,78.47,96957,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4,3.3011374557626727,0.002,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Adaklu,District,6.4470511,0.6286474,33.2,43.6,28.62,27.03,50.28,62.67,38649,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.05427125711105234,0.446,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Afadzato South,District,7.0222497,0.561946,32.5,43.7,19.28,28.94,53.76,61.1,73146,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.054271257111052344,0.375,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Agortime-Ziope,District,6.42618935,0.732357165932429,25.7,43.4,30.27,25.67,41.73,57.76,39553,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.054271257111052344,0.346,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Akatsi North,District,6.3108306,0.876439062223793,39.3,44.4,35.49,51.12,49.91,61.87,32755,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.05427125711105234,0.446,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Akatsi South Municipal,District,8.25846,0.508747,30.1,44.5,29.13,31.45,52.81,58.61,92133,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.05427125711105233,0.327,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Anloga,District,5.7936484,0.8984702,31.6,45.9,30.83,43.92,56.94,56.43,94895,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.09145314604089061,0.349,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Central Tongu,District,6.16884364999999,0.611561745917151,36.0,44.4,35.01,31.61,53.52,65.06,83284,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.054271257111052344,0.345,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Ho Municipal,Municipal,6.6126598,0.4688932,12.5,42.1,10.56,13.46,52.5,42.1,180142,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.054271257111052344,0.477,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Ho West,District,6.590707,0.46714,27.9,42.7,18.88,30.91,49.73,54.27,83172,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.0,0.001,1.0,HL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Hohoe Municipal,Municipal,7.153187,0.477735,18.8,42.8,16.05,19.34,51.17,54.66,114472,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.054271257111052344,0.375,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Keta Municipal,Municipal,5.9215688,0.9910728,25.2,45.0,25.13,27.29,57.7,49.96,78862,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.054271257111052344,0.338,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Ketu North Municipal,Municipal,6.192057,0.981151401381816,27.2,44.3,31.57,38.02,49.34,59.77,114993,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.054271257111052344,0.368,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Ketu South Municipal,Municipal,6.07748514999999,1.0706219725046,25.6,45.4,30.06,47.86,53.02,64.09,253122,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.054271257111052344,0.484,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,Kpando Municipal,Municipal,7.0000115,0.318327973849328,23.4,43.4,18.77,19.74,53.83,49.96,58552,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.054271257111052344,0.375,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Volta,North Dayi,District,6.91384645,0.22267318926127,30.1,43.6,19.33,22.86,53.81,52.43,39268,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1,0.05427125711105234,0.438,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
